,Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Data Science,Troubleshooting skills,Graphics Designing,Role
4283,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,12
4284,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,12
4285,4,4,4,4,4,4,5,6,4,4,4,4,4,4,4,12
4286,4,4,4,4,4,4,1,6,4,4,4,4,4,4,4,12
4287,4,4,4,4,4,4,0,6,4,4,4,4,4,4,4,12
4288,4,4,4,4,4,4,3,6,4,4,4,4,4,4,4,12
4289,4,4,4,4,4,4,2,6,4,4,4,4,4,4,4,12
4290,5,5,5,5,5,5,4,6,5,5,5,5,5,5,5,12
4291,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,12
4292,5,5,5,5,5,5,1,6,5,5,5,5,5,5,5,12
4293,5,5,5,5,5,5,0,6,5,5,5,5,5,5,5,12
4294,5,5,5,5,5,5,3,6,5,5,5,5,5,5,5,12
4295,5,5,5,5,5,5,2,6,5,5,5,5,5,5,5,12
4296,1,1,1,1,1,1,4,6,1,1,1,1,1,1,1,12
4297,1,1,1,1,1,1,5,6,1,1,1,1,1,1,1,12
4298,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,12
4299,1,1,1,1,1,1,0,6,1,1,1,1,1,1,1,12
4300,1,1,1,1,1,1,3,6,1,1,1,1,1,1,1,12
4301,1,1,1,1,1,1,2,6,1,1,1,1,1,1,1,12
4302,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,12
4303,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,12
4304,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,12
4305,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12
4306,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,12
4307,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,12
4308,3,3,3,3,3,3,4,6,3,3,3,3,3,3,3,12
4309,3,3,3,3,3,3,5,6,3,3,3,3,3,3,3,12
4310,3,3,3,3,3,3,1,6,3,3,3,3,3,3,3,12
4311,3,3,3,3,3,3,0,6,3,3,3,3,3,3,3,12
4312,3,3,3,3,3,3,3,6,3,3,3,3,3,3,3,12
4313,3,3,3,3,3,3,2,6,3,3,3,3,3,3,3,12
4314,2,2,2,2,2,2,4,6,2,2,2,2,2,2,2,12
4315,2,2,2,2,2,2,5,6,2,2,2,2,2,2,2,12
4316,2,2,2,2,2,2,1,6,2,2,2,2,2,2,2,12
4317,2,2,2,2,2,2,0,6,2,2,2,2,2,2,2,12
4318,2,2,2,2,2,2,3,6,2,2,2,2,2,2,2,12
4319,2,2,2,2,2,2,2,6,2,2,2,2,2,2,2,12
4320,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4321,4,4,4,4,4,4,4,4,6,5,4,4,4,4,4,10
4322,4,4,4,4,4,4,4,4,6,1,4,4,4,4,4,10
4323,4,4,4,4,4,4,4,4,6,0,4,4,4,4,4,10
4324,4,4,4,4,4,4,4,4,6,3,4,4,4,4,4,10
4325,4,4,4,4,4,4,4,4,6,2,4,4,4,4,4,10
4326,5,5,5,5,5,5,5,5,6,4,5,5,5,5,5,10
4327,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4328,5,5,5,5,5,5,5,5,6,1,5,5,5,5,5,10
4329,5,5,5,5,5,5,5,5,6,0,5,5,5,5,5,10
4330,5,5,5,5,5,5,5,5,6,3,5,5,5,5,5,10
4331,5,5,5,5,5,5,5,5,6,2,5,5,5,5,5,10
4332,1,1,1,1,1,1,1,1,6,4,1,1,1,1,1,10
4333,1,1,1,1,1,1,1,1,6,5,1,1,1,1,1,10
4334,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4335,1,1,1,1,1,1,1,1,6,0,1,1,1,1,1,10
4336,1,1,1,1,1,1,1,1,6,3,1,1,1,1,1,10
4337,1,1,1,1,1,1,1,1,6,2,1,1,1,1,1,10
4338,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,10
4339,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,10
4340,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,10
4341,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4342,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,10
4343,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,10
4344,3,3,3,3,3,3,3,3,6,4,3,3,3,3,3,10
4345,3,3,3,3,3,3,3,3,6,5,3,3,3,3,3,10
4346,3,3,3,3,3,3,3,3,6,1,3,3,3,3,3,10
4347,3,3,3,3,3,3,3,3,6,0,3,3,3,3,3,10
4348,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4349,3,3,3,3,3,3,3,3,6,2,3,3,3,3,3,10
4350,2,2,2,2,2,2,2,2,6,4,2,2,2,2,2,10
4351,2,2,2,2,2,2,2,2,6,5,2,2,2,2,2,10
4352,2,2,2,2,2,2,2,2,6,1,2,2,2,2,2,10
4353,2,2,2,2,2,2,2,2,6,0,2,2,2,2,2,10
4354,2,2,2,2,2,2,2,2,6,3,2,2,2,2,2,10
4355,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4356,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4357,4,4,4,4,4,4,4,4,6,4,5,4,4,4,4,10
4358,4,4,4,4,4,4,4,4,6,4,1,4,4,4,4,10
4359,4,4,4,4,4,4,4,4,6,4,0,4,4,4,4,10
4360,4,4,4,4,4,4,4,4,6,4,3,4,4,4,4,10
4361,4,4,4,4,4,4,4,4,6,4,2,4,4,4,4,10
4362,5,5,5,5,5,5,5,5,6,5,4,5,5,5,5,10
4363,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4364,5,5,5,5,5,5,5,5,6,5,1,5,5,5,5,10
4365,5,5,5,5,5,5,5,5,6,5,0,5,5,5,5,10
4366,5,5,5,5,5,5,5,5,6,5,3,5,5,5,5,10
4367,5,5,5,5,5,5,5,5,6,5,2,5,5,5,5,10
4368,1,1,1,1,1,1,1,1,6,1,4,1,1,1,1,10
4369,1,1,1,1,1,1,1,1,6,1,5,1,1,1,1,10
4370,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4371,1,1,1,1,1,1,1,1,6,1,0,1,1,1,1,10
4372,1,1,1,1,1,1,1,1,6,1,3,1,1,1,1,10
4373,1,1,1,1,1,1,1,1,6,1,2,1,1,1,1,10
4374,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,10
4375,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,10
4376,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,10
4377,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4378,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,10
4379,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,10
4380,3,3,3,3,3,3,3,3,6,3,4,3,3,3,3,10
4381,3,3,3,3,3,3,3,3,6,3,5,3,3,3,3,10
4382,3,3,3,3,3,3,3,3,6,3,1,3,3,3,3,10
4383,3,3,3,3,3,3,3,3,6,3,0,3,3,3,3,10
4384,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4385,3,3,3,3,3,3,3,3,6,3,2,3,3,3,3,10
4386,2,2,2,2,2,2,2,2,6,2,4,2,2,2,2,10
4387,2,2,2,2,2,2,2,2,6,2,5,2,2,2,2,10
4388,2,2,2,2,2,2,2,2,6,2,1,2,2,2,2,10
4389,2,2,2,2,2,2,2,2,6,2,0,2,2,2,2,10
4390,2,2,2,2,2,2,2,2,6,2,3,2,2,2,2,10
4391,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4392,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4393,4,4,4,4,4,4,4,4,6,4,4,5,4,4,4,10
4394,4,4,4,4,4,4,4,4,6,4,4,1,4,4,4,10
4395,4,4,4,4,4,4,4,4,6,4,4,0,4,4,4,10
4396,4,4,4,4,4,4,4,4,6,4,4,3,4,4,4,10
4397,4,4,4,4,4,4,4,4,6,4,4,2,4,4,4,10
4398,5,5,5,5,5,5,5,5,6,5,5,4,5,5,5,10
4399,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4400,5,5,5,5,5,5,5,5,6,5,5,1,5,5,5,10
4401,5,5,5,5,5,5,5,5,6,5,5,0,5,5,5,10
4402,5,5,5,5,5,5,5,5,6,5,5,3,5,5,5,10
4403,5,5,5,5,5,5,5,5,6,5,5,2,5,5,5,10
4404,1,1,1,1,1,1,1,1,6,1,1,4,1,1,1,10
4405,1,1,1,1,1,1,1,1,6,1,1,5,1,1,1,10
4406,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4407,1,1,1,1,1,1,1,1,6,1,1,0,1,1,1,10
4408,1,1,1,1,1,1,1,1,6,1,1,3,1,1,1,10
4409,1,1,1,1,1,1,1,1,6,1,1,2,1,1,1,10
4410,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,10
4411,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,10
4412,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,10
4413,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4414,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,10
4415,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,10
4416,3,3,3,3,3,3,3,3,6,3,3,4,3,3,3,10
4417,3,3,3,3,3,3,3,3,6,3,3,5,3,3,3,10
4418,3,3,3,3,3,3,3,3,6,3,3,1,3,3,3,10
4419,3,3,3,3,3,3,3,3,6,3,3,0,3,3,3,10
4420,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4421,3,3,3,3,3,3,3,3,6,3,3,2,3,3,3,10
4422,2,2,2,2,2,2,2,2,6,2,2,4,2,2,2,10
4423,2,2,2,2,2,2,2,2,6,2,2,5,2,2,2,10
4424,2,2,2,2,2,2,2,2,6,2,2,1,2,2,2,10
4425,2,2,2,2,2,2,2,2,6,2,2,0,2,2,2,10
4426,2,2,2,2,2,2,2,2,6,2,2,3,2,2,2,10
4427,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4428,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4429,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4430,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4431,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4432,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4433,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4434,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4435,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4436,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4437,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4438,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4439,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4440,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4441,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4442,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4443,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4444,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4445,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4446,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4447,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4448,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4449,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4450,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4451,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4452,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4453,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4454,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4455,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4456,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4457,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4458,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4459,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4460,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4461,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4462,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4463,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4464,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4465,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4466,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4467,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4468,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4469,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4470,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4471,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4472,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4473,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4474,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4475,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4476,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4477,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4478,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4479,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4480,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4481,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4482,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4483,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4484,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4485,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4486,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4487,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4488,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4489,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4490,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4491,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4492,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4493,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4494,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4495,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4496,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4497,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4498,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4499,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4500,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4501,4,4,4,4,4,4,4,4,6,4,4,4,5,4,4,10
4502,4,4,4,4,4,4,4,4,6,4,4,4,1,4,4,10
4503,4,4,4,4,4,4,4,4,6,4,4,4,0,4,4,10
4504,4,4,4,4,4,4,4,4,6,4,4,4,3,4,4,10
4505,4,4,4,4,4,4,4,4,6,4,4,4,2,4,4,10
4506,5,5,5,5,5,5,5,5,6,5,5,5,4,5,5,10
4507,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4508,5,5,5,5,5,5,5,5,6,5,5,5,1,5,5,10
4509,5,5,5,5,5,5,5,5,6,5,5,5,0,5,5,10
4510,5,5,5,5,5,5,5,5,6,5,5,5,3,5,5,10
4511,5,5,5,5,5,5,5,5,6,5,5,5,2,5,5,10
4512,1,1,1,1,1,1,1,1,6,1,1,1,4,1,1,10
4513,1,1,1,1,1,1,1,1,6,1,1,1,5,1,1,10
4514,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4515,1,1,1,1,1,1,1,1,6,1,1,1,0,1,1,10
4516,1,1,1,1,1,1,1,1,6,1,1,1,3,1,1,10
4517,1,1,1,1,1,1,1,1,6,1,1,1,2,1,1,10
4518,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,10
4519,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,10
4520,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,10
4521,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4522,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,10
4523,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,10
4524,3,3,3,3,3,3,3,3,6,3,3,3,4,3,3,10
4525,3,3,3,3,3,3,3,3,6,3,3,3,5,3,3,10
4526,3,3,3,3,3,3,3,3,6,3,3,3,1,3,3,10
4527,3,3,3,3,3,3,3,3,6,3,3,3,0,3,3,10
4528,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4529,3,3,3,3,3,3,3,3,6,3,3,3,2,3,3,10
4530,2,2,2,2,2,2,2,2,6,2,2,2,4,2,2,10
4531,2,2,2,2,2,2,2,2,6,2,2,2,5,2,2,10
4532,2,2,2,2,2,2,2,2,6,2,2,2,1,2,2,10
4533,2,2,2,2,2,2,2,2,6,2,2,2,0,2,2,10
4534,2,2,2,2,2,2,2,2,6,2,2,2,3,2,2,10
4535,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4536,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4537,4,4,4,4,4,4,4,4,6,4,4,4,4,5,5,10
4538,4,4,4,4,4,4,4,4,6,4,4,4,4,1,1,10
4539,4,4,4,4,4,4,4,4,6,4,4,4,4,0,0,10
4540,4,4,4,4,4,4,4,4,6,4,4,4,4,3,3,10
4541,4,4,4,4,4,4,4,4,6,4,4,4,4,2,2,10
4542,5,5,5,5,5,5,5,5,6,5,5,5,5,4,4,10
4543,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4544,5,5,5,5,5,5,5,5,6,5,5,5,5,1,1,10
4545,5,5,5,5,5,5,5,5,6,5,5,5,5,0,0,10
4546,5,5,5,5,5,5,5,5,6,5,5,5,5,3,3,10
4547,5,5,5,5,5,5,5,5,6,5,5,5,5,2,2,10
4548,1,1,1,1,1,1,1,1,6,1,1,1,1,4,4,10
4549,1,1,1,1,1,1,1,1,6,1,1,1,1,5,5,10
4550,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4551,1,1,1,1,1,1,1,1,6,1,1,1,1,0,0,10
4552,1,1,1,1,1,1,1,1,6,1,1,1,1,3,3,10
4553,1,1,1,1,1,1,1,1,6,1,1,1,1,2,2,10
4554,0,0,0,0,0,0,0,0,6,0,0,0,0,4,4,10
4555,0,0,0,0,0,0,0,0,6,0,0,0,0,5,5,10
4556,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,10
4557,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4558,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,10
4559,0,0,0,0,0,0,0,0,6,0,0,0,0,2,2,10
4560,3,3,3,3,3,3,3,3,6,3,3,3,3,4,4,10
4561,3,3,3,3,3,3,3,3,6,3,3,3,3,5,5,10
4562,3,3,3,3,3,3,3,3,6,3,3,3,3,1,1,10
4563,3,3,3,3,3,3,3,3,6,3,3,3,3,0,0,10
4564,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4565,3,3,3,3,3,3,3,3,6,3,3,3,3,2,2,10
4566,2,2,2,2,2,2,2,2,6,2,2,2,2,4,4,10
4567,2,2,2,2,2,2,2,2,6,2,2,2,2,5,5,10
4568,2,2,2,2,2,2,2,2,6,2,2,2,2,1,1,10
4569,2,2,2,2,2,2,2,2,6,2,2,2,2,0,0,10
4570,2,2,2,2,2,2,2,2,6,2,2,2,2,3,3,10
4571,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4572,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4573,5,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4574,1,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4575,0,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4576,3,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4577,2,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4578,4,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4579,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4580,1,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4581,0,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4582,3,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4583,2,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4584,4,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4585,5,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4586,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4587,0,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4588,3,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4589,2,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4590,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4591,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4592,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4593,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4594,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4595,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4596,4,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4597,5,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4598,1,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4599,0,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4600,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4601,2,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4602,4,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4603,5,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4604,1,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4605,0,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4606,3,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4607,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4608,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4609,4,5,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4610,4,1,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4611,4,0,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4612,4,3,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4613,4,2,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4614,5,4,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4615,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4616,5,1,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4617,5,0,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4618,5,3,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4619,5,2,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4620,1,4,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4621,1,5,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4622,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4623,1,0,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4624,1,3,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4625,1,2,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4626,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4627,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4628,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4629,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4630,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4631,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4632,3,4,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4633,3,5,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4634,3,1,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4635,3,0,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4636,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4637,3,2,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4638,2,4,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4639,2,5,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4640,2,1,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4641,2,0,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4642,2,3,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4643,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,10
4644,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,10
4645,4,4,5,4,4,4,4,4,6,4,4,4,4,4,4,10
4646,4,4,1,4,4,4,4,4,6,4,4,4,4,4,4,10
4647,4,4,0,4,4,4,4,4,6,4,4,4,4,4,4,10
4648,4,4,3,4,4,4,4,4,6,4,4,4,4,4,4,10
4649,4,4,2,4,4,4,4,4,6,4,4,4,4,4,4,10
4650,5,5,4,5,5,5,5,5,6,5,5,5,5,5,5,10
4651,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10
4652,5,5,1,5,5,5,5,5,6,5,5,5,5,5,5,10
4653,5,5,0,5,5,5,5,5,6,5,5,5,5,5,5,10
4654,5,5,3,5,5,5,5,5,6,5,5,5,5,5,5,10
4655,5,5,2,5,5,5,5,5,6,5,5,5,5,5,5,10
4656,1,1,4,1,1,1,1,1,6,1,1,1,1,1,1,10
4657,1,1,5,1,1,1,1,1,6,1,1,1,1,1,1,10
4658,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,10
4659,1,1,0,1,1,1,1,1,6,1,1,1,1,1,1,10
4660,1,1,3,1,1,1,1,1,6,1,1,1,1,1,1,10
4661,1,1,2,1,1,1,1,1,6,1,1,1,1,1,1,10
4662,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,10
4663,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,10
4664,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,10
4665,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10
4666,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,10
4667,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,10
4668,3,3,4,3,3,3,3,3,6,3,3,3,3,3,3,10
4669,3,3,5,3,3,3,3,3,6,3,3,3,3,3,3,10
4670,3,3,1,3,3,3,3,3,6,3,3,3,3,3,3,10
4671,3,3,0,3,3,3,3,3,6,3,3,3,3,3,3,10
4672,3,3,3,3,3,3,3,3,6,3,3,3,3,3,3,10
4673,3,3,2,3,3,3,3,3,6,3,3,3,3,3,3,10
4674,2,2,4,2,2,2,2,2,6,2,2,2,2,2,2,10
4675,2,2,5,2,2,2,2,2,6,2,2,2,2,2,2,10
4676,2,2,1,2,2,2,2,2,6,2,2,2,2,2,2,10
4677,2,2,0,2,2,2,2,2,6,2,2,2,2,2,2,10
4678,2,2,3,2,2,2,2,2,6,2,2,2,2,2,2,10
